gene_symbol,meanTumor,meanControl,pvalue,log2FC
CDH17,0,0,1,0
RPL6P23,0,0,1,0
GEM,4.333879592,4.423490713,0.332754894,-0.089611121
RPS4XP10,0,0,1,0
RAD54B,3.152410914,2.882173865,0.226237426,0.270237049
FSBP,0.037224089,0.036849188,0.994631932,0.000374901
VIRMA,7.346442338,7.153102509,0.044837733,0.193339828
VIRMA-DT,0.211620337,0.225027878,0.934796948,-0.01340754
LOC100286997,0,0.036849188,0.422649731,-0.036849188
LINC02894,0,0,1,0
ESRP1,0.110809486,0,0.224203714,0.110809486
RPS15AP26,0,0,1,0
DPY19L4,6.544200493,5.652982731,0.001034555,0.891217761
INTS8,5.989271327,5.551289349,0.002742462,0.437981978
CCNE2,6.062904041,5.551259897,0.007707302,0.511644144
LOC100128548,0.037832386,0.134350685,0.297188706,-0.096518299
NDUFAF6,3.570212246,3.535802086,0.826276394,0.03441016
TP53INP1,4.990235548,4.265218737,0.002446943,0.725016812
RNU6-1209P,0.172043899,0,0.287662803,0.172043899
MIR3150BHG,0,0,1,0
MIR3150B,0,0,1,0
MIR3150A,0,0,1,0
PLEKHF2,4.704934014,4.117236238,0.009538802,0.587697776
CFAP418-AS1,0,0.20592717,0.422649731,-0.20592717
LINC01298,0,0,1,0
CFAP418,2.627541555,2.567279728,0.623238164,0.060261827
RNU6-690P,0,0,1,0
GDF6,2.270357889,2.377735505,0.753807924,-0.107377616
UQCRB,7.448631347,7.378136965,0.047199211,0.070494381
UQCRB-AS1,0.30642273,0.338815406,0.897468268,-0.032392676
MTERF3,4.183739374,3.755005268,0.018911517,0.428734106
PTDSS1,6.974774907,7.207144844,0.022354904,-0.232369937
RNU6-1172P,0,0,1,0
SDC2,4.238624969,3.672788762,0.006351805,0.565836206
CPQ,2.300109371,2.166182569,0.53526922,0.133926802
TSPYL5,1.591893219,2.013323336,0.210837146,-0.421430117
SNORD3H,0,0,1,0
RPS2P33,0,0,1,0
MTDH,7.871848672,7.396142557,0.002016449,0.475706115
LAPTM4B,8.342557927,8.12655764,0.007143198,0.216000288
RPS23P1,0,0,1,0
MATN2,8.31156695,8.46931662,0.023166973,-0.15774967
RPL30,8.37182341,8.554708655,0.021260181,-0.182885245
SNORA72,0.303842336,0.041039123,0.19924587,0.262803213
RNU6-703P,0.0381988,0,0.422649731,0.0381988
ERICH5,2.373987448,2.578984605,0.093697151,-0.204997157
RIDA,3.935879811,3.822832524,0.30256278,0.113047287
POP1,5.553572466,5.403625186,0.256443382,0.149947281
NIPAL2,2.046225865,2.003710002,0.769066173,0.042515863
RNU6-914P,0,0,1,0
STK3,5.390630511,5.130704531,0.029505453,0.25992598
KCNS2,0.526928507,0.253229843,0.275995494,0.273698664
RNU6-748P,0,0,1,0
RPL19P14,0,0,1,0
MRPL57P7,0,0,1,0
RN7SKP85,0,0,1,0
OSR2,2.899874141,2.878577101,0.884814199,0.02129704
VPS13B-DT,0.249361132,0.65668133,0.011125419,-0.407320198
VPS13B,6.284241018,6.273309557,0.922789038,0.010931461
LOC100420057,0,0,1,0
MIR599,0,0,1,0
MIR875,0,0,1,0
RN7SL350P,0,0,1,0
COX6C,6.422946714,6.702020142,0.042623956,-0.279073428
RGS22,0,0,1,0
SNORD77B,0,0,1,0
FBXO43,3.388826927,3.174032028,0.300678182,0.214794899
POLR2K,5.878979922,5.82713616,0.29546915,0.051843762
SPAG1,4.636923402,4.399203059,0.073671835,0.237720343
RNF19A,5.789827128,5.366846154,0.027560527,0.422980974
MIR4471,0,0,1,0
ANKRD46,3.357904212,2.91958794,0.031373852,0.438316271
GAPDHP62,0.075422889,0,0.183571593,0.075422889
SNX31,0,0,1,0
RNU6-1092P,0,0,1,0
PABPC1,10.44648973,10.2475971,0.001922934,0.198892635
MIR7705,0,0,1,0
RNU6ATAC41P,0,0,1,0
RPS20P23,0,0,1,0
RNU4-83P,0,0,1,0
YWHAZ,10.05492368,9.660567361,0.011344206,0.394356321
RN7SL685P,0,0,1,0
FLJ42969,0,0.234885064,0.081115213,-0.234885064
ZNNT1,0.854166679,0.693624713,0.570934213,0.160541966
ZNF706,4.888886611,4.748701318,0.213265001,0.140185293
LOC100419977,0,0,1,0
LINC02844,0,0,1,0
RNU7-67P,0,0,1,0
NACA4P,0.147803879,0.069527187,0.182578683,0.078276692
LINC02845,0,0,1,0
RN7SL563P,0,0,1,0
GRHL2,0,0,1,0
NCALD,0.075056475,0.361778517,0.331000836,-0.286722042
MIR5680,0,0,1,0
LOC112268018,0,0,1,0
RRM2B,5.872089859,5.081182832,0.003840348,0.790907027
SUMO2P19,0,0,1,0
UBR5,7.78750435,7.87427191,0.277417389,-0.08676756
RNU6ATAC8P,0,0,1,0
RPS12P15,0,0,1,0
LOC107986898,0,0.09204316,0.422649731,-0.09204316
RNU6-1224P,0,0,1,0
ODF1,0,0,1,0
KLF10,5.708092785,5.611973492,0.249495728,0.096119293
AZIN1,8.125006214,7.569761199,0.00168211,0.555245015
RPL5P24,0,0,1,0
NPM1P52,0,0,1,0
ATP6V1C1,7.077541785,6.776699232,0.054749109,0.300842553
MTND1P5,0,0,1,0
MTCO1P4,0,0,1,0
MTCO2P4,0,0,1,0
BAALC-AS2,0,0,1,0
BAALC,0,0,1,0
MIR3151,0,0,1,0
LOC105369147,0.544795184,0.48417772,0.816996865,0.060617464
FZD6,6.940096773,6.458117066,0.003908344,0.481979707
CTHRC1,1.570864069,1.629942657,0.90143263,-0.059078588
RNU6-1011P,0,0,1,0
SLC25A32,5.704757813,5.026785746,0.010926748,0.677972066
DCAF13,6.363639053,6.148139054,0.000740304,0.215499999
RIMS2,0,0.032677999,0.422649731,-0.032677999
RPS6P9,0,0,1,0
DPYS,0,0,1,0
DCSTAMP,0,0,1,0
MIR548A3,0,0,1,0
LRP12,5.326598234,5.21332458,0.302862494,0.113273654
ZFPM2,5.086667264,4.99390685,0.317289593,0.092760414
LOC101927392,0,0,1,0
RPL17P32,0,0,1,0
RPL12P24,0,0,1,0
SLC16A14P1,0,0,1,0
OXR1,5.416754339,5.068445502,0.024275379,0.348308837
OXR1-AS1,0.164971604,0.071074635,0.640755265,0.093896969
RNU7-84P,0,0,1,0
ABRA,0,0,1,0
HMGB1P46,0,0,1,0
ANGPT1,0.539185051,0.61394625,0.743620228,-0.074761199
PGAM1P13,0,0,1,0
RNA5SP275,0,0,1,0
RSPO2,0,0,1,0
AURKBP1,0,0,1,0
EIF3E,8.113897107,7.68330113,0.027956196,0.430595977
EMC2,4.96917115,4.613377463,0.013654636,0.355793687
LOC101060000,0,0,1,0
TMEM74,0.364690482,0.472038024,0.516684141,-0.107347542
TRHR,0,0,1,0
NUDCD1,6.228933802,5.896621778,0.006641798,0.332312023
ENY2,6.798309768,7.003730582,0.029054021,-0.205420815
PKHD1L1,0.193713913,0.036849188,0.504817524,0.156864725
EBAG9,4.025950058,3.875778499,0.313944833,0.15017156
SYBU,2.471001276,2.093450535,0.112654565,0.377550741
LOC644335,0,0,1,0
KCNV1,0,0,1,0
RPSAP48,0,0,1,0
LOC100132280,0,0,1,0
NDUFB9P3,0,0,1,0
MTCO1P47,0,0,1,0
LINC01608,0,0,1,0
LINC01609,0,0,1,0
LINC02237,0,0,1,0
H2AZP7,0,0,1,0
RNU4-37P,0,0,1,0
CSMD3,0.436220911,0.382334495,0.808953225,0.053886416
RPL30P16,0,0,1,0
MIR2053,0,0,1,0
LOC100420746,0,0,1,0
CARS1P2,0,0,1,0
TRPS1,4.447915757,4.456816697,0.915338974,-0.00890094
LINC00536,0.037832386,0,0.422649731,0.037832386
RNA5SP276,0,0,1,0
EIF3H,7.846533857,7.85812134,0.542891239,-0.011587483
UTP23,5.093197168,4.618299641,0.013852766,0.474897526
RAD21,9.017647034,8.569180088,0.000220539,0.448466946
RAD21-AS1,0.375972718,0.272293026,0.568410859,0.103679692
MIR3610,0,0,1,0
AARD,0.560675455,0.840340965,0.303904045,-0.27966551
SLC30A8,0,0,1,0
RN7SL228P,0,0,1,0
RN7SL826P,0,0,1,0
MED30,3.909483081,3.846118487,0.742202856,0.063364594
EXT1,8.645264589,8.74967743,0.049364575,-0.104412841
SAMD12,6.02369207,5.350111337,0.007603839,0.673580733
TNFRSF11B,6.538871294,6.54484843,0.914611978,-0.005977135
RNU6-12P,0,0.041039123,0.422649731,-0.041039123
COLEC10,2.653807411,2.928332661,0.058411616,-0.27452525
LOC101927513,0,0,1,0
MAL2,4.572002987,3.635304877,0.004200622,0.93669811
MAL2-AS1,0,0,1,0
MIR548AZ,0,0,1,0
CCN3,5.12016708,5.021925263,0.593038921,0.098241817
ENPP2,4.313132905,3.807433145,0.060460475,0.50569976
CYCSP23,0,0,1,0
RN7SKP153,0,0,1,0
TAF2,6.770167691,6.510992277,0.037836009,0.259175413
DSCC1,4.157643973,3.885090329,0.057593296,0.272553644
DEPTOR-AS1,0.106545617,0,0.422649731,0.106545617
DEPTOR,1.493871694,1.319679331,0.622480934,0.174192363
RNA5SP277,0,0,1,0
COL14A1,0.307010507,0.470567091,0.484818766,-0.163556584
MRPL13,6.004231407,5.947544423,0.51943791,0.056686984
MTBP,4.779514311,4.359795288,0.014657638,0.419719022
SNTB1,0.535324135,0.612411819,0.7943232,-0.077087684
LOC101927543,0,0,1,0
HAS2,1.386550523,1.976154445,0.157991221,-0.589603922
MRPS36P3,0,0,1,0
CDK5P1,0,0,1,0
ZHX2,4.42557321,4.350045512,0.445205367,0.075527698
DERL1,6.855503695,6.62750333,0.004035025,0.228000366
TBC1D31,4.448026687,4.41569015,0.888498996,0.032336537
HMGB1P19,0.037832386,0.277290844,0.198458877,-0.239458458
FAM83A,0.916239008,1.979130021,0.013957184,-1.062891013
FAM83A-AS1,0,0,1,0
MIR4663,0,0,1,0
C8orf76,1.361010406,1.273618017,0.793796787,0.087392389
ZHX1-C8orf76,0.071772693,0.112113758,0.692531907,-0.040341065
ZHX1,5.790220503,5.434448126,0.001334617,0.355772376
RNU6-628P,0,0,1,0
LOC392266,0,0.069527187,0.184968847,-0.069527187
ATAD2,8.562352719,8.382591567,0.016028062,0.179761152
RNU6-875P,0,0,1,0
MIR548D1,0.281350577,0.103025264,0.530784738,0.178325313
MIR548AA1,0,0,1,0
NTAQ1,4.270640247,4.364037356,0.609918579,-0.093397109
FBXO32,4.052776639,4.601847429,0.084766821,-0.54907079
RN7SKP155,0,0,1,0
KLHL38,0,0,1,0
ANXA13,0,0,1,0
FAM91A1,6.943031594,6.616382883,0.011129244,0.326648712
FER1L6,0.037832386,0,0.422649731,0.037832386
FER1L6-AS1,0,0,1,0
FER1L6-AS2,0,0,1,0
LOC101927588,0,0,1,0
RNU6-756P,0,0,1,0
TMEM65,5.675020102,4.913950523,0.003778874,0.761069579
TRMT12,3.991112559,4.131625199,0.396128852,-0.14051264
RNF139-DT,0.922183372,0.822943265,0.778492149,0.099240107
RNF139,5.659671135,5.109456702,0.000992326,0.550214433
TATDN1,4.922442891,4.388183053,0.054560151,0.534259838
MIR6844,0,0,1,0
NDUFB9,6.825969519,6.905381456,0.348416339,-0.079411938
MTSS1,4.601698451,4.264576789,0.075935878,0.337121662
LOC105375743,0.17831831,0.128892348,0.710312501,0.049425962
MIR4662B,0,0,1,0
MIR4662A,0,0,1,0
LINC00964,0.142815514,0,0.263539531,0.142815514
MRS2P1,0,0,1,0
ZNF572,1.134914689,1.258136728,0.488954776,-0.123222039
SQLE-DT,0,0,1,0
SQLE,6.825299066,6.55368133,0.035440777,0.271617736
WASHC5,6.81201294,6.57376984,0.01364285,0.2382431
WASHC5-AS1,0.037224089,0,0.422649731,0.037224089
NSMCE2,4.764387586,4.748816142,0.89338817,0.015571444
RN7SL329P,0,0.032677999,0.422649731,-0.032677999
TRIB1,3.861020052,3.815690173,0.746207225,0.045329879
RNU6-442P,0,0,1,0
LINC00861,0,0,1,0
RFPL4AP5,0,0,1,0
LOC101927657,0.0381988,0,0.422649731,0.0381988
RNU6-869P,0,0,1,0
LOC105375750,0.0381988,0,0.422649731,0.0381988
LRATD2,6.328337153,5.604757255,0.000349588,0.723579898
PCAT1,0.506287515,0.814405709,0.152683873,-0.308118194
RNU11-4P,0,0,1,0
PCAT2,0,0,1,0
PRNCR1,0,0.144064388,0.249982421,-0.144064388
SRRM1P1,0.037224089,0,0.422649731,0.037224089
CASC8,0,0.150752172,0.272968375,-0.150752172
POU5F1B,0,0.032677999,0.422649731,-0.032677999
CCAT2,0,0,1,0
CASC11,0.037224089,0.240441655,0.320259546,-0.203217566
MYC,6.455413703,6.220083538,0.009848936,0.235330165
PVT1,3.034558262,2.995389197,0.743530027,0.039169065
MIR1204,0,0,1,0
LINC02912,0,0,1,0
MIR1205,0,0,1,0
RNVU1-32,0.247006934,0.190260768,0.697102236,0.056746166
MIR1206,0,0,1,0
RNU4-25P,0,0,1,0
MIR1207,0,0,1,0
MIR1208,0.0381988,0,0.422649731,0.0381988
RN7SKP226,0,0,1,0
CCDC26,0,0.144878602,0.422649731,-0.144878602
RN7SKP206,0,0,1,0
MIR3686,0,0,1,0
GSDMC,0.110809486,0.06327605,0.624618259,0.047533436
CYRIB,6.354190317,6.093336554,0.002750499,0.260853763
RNU7-181P,0,0.041039123,0.422649731,-0.041039123
MIR5194,0,0,1,0
ASAP1,8.14680553,7.757205334,0.004240412,0.389600195
ASAP1-IT2,0.281555538,0.439367181,0.173830503,-0.157811643
ADCY8,0,0,1,0
EFR3A,6.753667574,6.574718398,0.03079185,0.178949176
OC90,0,0,1,0
HHLA1,0,0,1,0
KCNQ3,0.390106526,0.522307366,0.589190725,-0.132200841
HPYR1,0,0,1,0
DNAAF11,0.673836699,0.957533144,0.280718852,-0.283696445
TMEM71,0.037832386,0.182602376,0.065338755,-0.14476999
PHF20L1,6.138221661,5.760384035,0.006338493,0.377837626
TG,0.326332362,0.458093084,0.570653179,-0.131760722
RPL21P78,0,0,1,0
SLA,0,0.214553005,0.074118335,-0.214553005
MIR7848,0,0,1,0
CCN4,1.504441663,1.992195367,0.157161107,-0.487753704
NDRG1,8.152824628,8.431116406,0.077918551,-0.278291779
RPL32P20,0,0,1,0
ST3GAL1,5.568600425,5.932960625,0.016281824,-0.3643602
MTND2P7,0,0,1,0
MTCO1P49,0,0,1,0
LOC101927798,0,0,1,0
LOC101927822,0,0,1,0
ZFAT,4.380843752,4.244154872,0.08063677,0.13668888
ZFAT-AS1,0,0,1,0
MIR30B,0.109971493,0,0.21908566,0.109971493
MIR30D,0,0,1,0
NCRNA00250,0,0,1,0
LOC101927845,0,0,1,0
RPL23AP56,0,0,1,0
LINC01591,0,0,1,0
KHDRBS3,2.680844594,3.058958412,0.117775204,-0.378113818
RNU1-35P,0,0,1,0
LINC02055,0,0,1,0
RNU6-144P,0,0,1,0
ZYXP1,0,0,1,0
LOC100129367,0,0,1,0
FAM135B,0,0,1,0
COL22A1,0,0,1,0
KCNK9,0,0,1,0
TRAPPC9,4.194378421,4.281186952,0.600282343,-0.086808532
PEG13,0,0.149924377,0.184599185,-0.149924377
CHRAC1,6.121714905,5.813171528,0.006511239,0.308543378
AGO2,7.127072162,7.121371776,0.960671369,0.005700386
PTK2,7.880752783,8.013288158,0.002482603,-0.132535375
MIR151A,0,0,1,0
RNA5SP278,0,0,1,0
DENND3,4.95194908,5.027188656,0.52955637,-0.075239576
SLC45A4,4.326600098,4.159402198,0.058193704,0.167197899
LOC105375787,0,0,1,0
LINC01300,0,0,1,0
GPR20,0,0,1,0
PTP4A3,0.174615048,0.11056631,0.654871983,0.064048737
MROH5,0,0,1,0
MIR1302-7,0,0,1,0
MIR4472-1,0,0,1,0
LINC00051,0,0,1,0
TSNARE1,2.224732013,2.465456988,0.373969629,-0.240724974
RN7SL260P,0,0,1,0
ADGRB1,0.0381988,0.113902984,0.582496288,-0.075704184
ARC,0.376424673,0.720443858,0.422905283,-0.344019184
LOC101928087,0,0,1,0
JRK,5.690250826,5.787759768,0.261101587,-0.097508942
PSCA,0.189467138,0.34346692,0.52371076,-0.153999782
LY6K,1.339513707,1.358709656,0.939190846,-0.019195948
LNCOC1,0.162632504,0.36876847,0.438578361,-0.206135966
THEM6,4.73576288,4.714960572,0.814414919,0.020802308
SLURP1,0,0,1,0
LYPD2,0,0,1,0
LYNX1-SLURP2,0,0,1,0
SLURP2,0,0,1,0
LYNX1,1.65510197,1.549820238,0.721568631,0.105281733
LY6D,0,0,1,0
GML,0,0,1,0
CYP11B1,0,0,1,0
CYP11B2,0,0,1,0
LY6E,5.5627727,5.969361284,0.122403157,-0.406588583
LINC02904,0,0,1,0
LY6L,0,0,1,0
LY6H,0,0,1,0
GPIHBP1,0,0.071074635,0.422649731,-0.071074635
ZFP41,3.482781723,3.657229856,0.254646398,-0.174448133
GLI4,2.031303383,2.059917492,0.899458988,-0.02861411
MINCR,1.205098666,1.142814963,0.658823959,0.062283703
ZNF696,3.612267971,3.452075848,0.295120086,0.160192123
TOP1MT,4.546951519,4.688031988,0.321528511,-0.14108047
RNU6-220P,0,0,1,0
RHPN1-AS1,0.861240653,1.108260048,0.425992188,-0.247019395
RHPN1,3.358352849,4.225622609,0.010430046,-0.86726976
MAFA-AS1,0,0.036849188,0.422649731,-0.036849188
MAFA,0.344506806,0.565573699,0.183704742,-0.221066892
ZC3H3,4.216325568,4.376134228,0.125356225,-0.15980866
RN7SKP175,0,0,1,0
GSDMD,4.466861853,4.6723182,0.188073569,-0.205456346
MROH6,0.399917759,0.398045242,0.992528274,0.001872517
NAPRT,3.107425642,3.454973318,0.071970986,-0.347547675
EEF1D,7.357767459,7.697827985,0.01626582,-0.340060526
TIGD5,0,0,1,0
PYCR3,1.592443337,1.926778492,0.244948256,-0.334335155
GFUS,4.897098496,4.930801177,0.752406835,-0.03370268
ZNF623,0.325664586,0.723107082,0.12856075,-0.397442497
ZNF707,1.420359249,1.629255681,0.507473175,-0.208896432
CCDC166,0,0,1,0
MAPK15,0.175223345,0.740064466,0.045786947,-0.564841122
FAM83H,1.364260838,1.80648285,0.011223816,-0.442222011
MIR4664,0,0,1,0
IQANK1,0.072904334,0.169931472,0.348104019,-0.097027138
SCRIB,5.86481603,6.029729845,0.172110092,-0.164913815
MIR937,0,0,1,0
PUF60,5.852768127,6.096894978,0.007373028,-0.244126851
NRBP2,5.015881215,5.282796129,0.045346991,-0.266914914
MIR6845,0,0,1,0
EPPK1,2.666391332,3.407220976,0.011681241,-0.740829643
PLEC,10.07167997,10.23715414,0.017435222,-0.165474174
MIR661,0.0381988,0,0.422649731,0.0381988
PARP10,5.416752401,5.851641526,0.031927908,-0.434889125
GRINA,7.077379341,7.367757146,0.007145569,-0.290377805
SPATC1,0,0,1,0
OPLAH,3.246125414,3.455421497,0.296718265,-0.209296084
MIR6846,0,0,1,0
EXOSC4,4.161775259,4.422618923,0.056290435,-0.260843664
MIR6847,0,0,1,0
GPAA1,6.194527055,6.336822485,0.201339542,-0.14229543
CYC1,6.771518048,7.019664725,0.045531627,-0.248146677
SHARPIN,4.814939741,5.150297646,0.032976993,-0.335357905
MAF1,7.108616896,7.259182886,0.011433041,-0.15056599
WDR97,0.362396006,0.563020913,0.33490168,-0.200624907
HGH1,4.834123779,4.833714699,0.996911161,0.00040908
TSSK5P,0.073585397,0,0.422649731,0.073585397
MROH1,5.146221751,5.430716021,0.062843614,-0.284494269
BOP1,5.828475183,5.840761394,0.849351064,-0.012286211
MIR7112,0,0,1,0
SCX,0.650555967,1.322138643,0.138708788,-0.671582676
HSF1,5.235496482,5.391401138,0.176991402,-0.155904657
DGAT1,3.530956307,3.627196847,0.394763998,-0.09624054
MIR6848,0,0,1,0
SCRT1,0,0,1,0
TMEM249,0,0,1,0
SLC52A2,3.148050161,3.36074061,0.233312158,-0.212690449
FBXL6,1.901720831,2.471604977,0.072591066,-0.569884146
ADCK5,2.866672073,3.1888887,0.027587462,-0.322216627
CPSF1,6.511220292,6.611027069,0.009078276,-0.099806777
MIR939,0,0,1,0
MIR1234,0,0,1,0
MIR6849,0,0,1,0
SLC39A4,1.770252337,1.92262394,0.553148339,-0.152371603
VPS28,4.200555235,4.211144305,0.926219551,-0.01058907
TONSL,5.221267229,5.38397651,0.354475629,-0.162709281
MIR6893,0,0,1,0
CYHR1,5.770418582,6.091099831,0.003348552,-0.320681249
KIFC2,4.347653881,5.03325688,0.000953727,-0.685602999
FOXH1,0.037832386,0.359647717,0.170167628,-0.321815331
PPP1R16A,5.083578876,5.343687718,0.050470988,-0.260108842
GPT,0.037224089,0.332079585,0.042876483,-0.294855496
MFSD3,2.523426928,2.952353021,0.1423304,-0.428926093
RECQL4,6.317162964,6.530935576,0.04760391,-0.213772611
LRRC14,5.403316239,5.45466166,0.535723571,-0.051345421
LRRC24,0.815251449,1.164396653,0.065452031,-0.349145205
C8orf82,4.910962642,4.961410287,0.704790787,-0.050447645
ARHGAP39,3.741927879,3.615670174,0.43866836,0.126257705
ZNF251,1.241281016,0.791832375,0.081886415,0.449448641
ZNF34,1.954350311,2.479776865,0.104587364,-0.525426555
RN7SL395P,0,0,1,0
RPL8,10.25082897,10.50887364,0.001336322,-0.258044669
MIR6850,0,0,1,0
ZNF517,1.454110221,2.105099301,0.032874085,-0.65098908
ZNF7,4.250483748,4.594975206,0.031851441,-0.344491458
COMMD5,4.202747737,4.308665133,0.597612534,-0.105917396
ZNF250,3.285554668,3.279840464,0.968058168,0.005714203
ZNF16,3.601779632,3.49291558,0.598190698,0.108864051
ZNF252P,5.526115746,5.33502181,0.070506342,0.191093936
ZNF252P-AS1,0.17831831,0.428267637,0.179728858,-0.249949327
C8orf33,5.419993874,5.6004661,0.068845396,-0.180472227
WASHC1,1.396778933,1.215547939,0.396433786,0.181230994
MIR1302-9,0,0,1,0
FAM138C,0,0,1,0
PGM5P3-AS1,0.0381988,0.150752172,0.384265841,-0.112553372
FOXD4,0.072904334,0.144064388,0.5731063,-0.071160053
CBWD1,3.743823866,3.383979902,0.057432648,0.359843964
DOCK8-AS1,0,0.077888311,0.184682254,-0.077888311
DOCK8,1.405973324,1.092499366,0.376030947,0.313473958
KANK1,4.107869493,3.959442843,0.13920526,0.148426649
RPL12P25,0.037832386,0.036849188,0.986039005,0.000983198
RNU6-1327P,0.0381988,0,0.422649731,0.0381988
DMRT1,0,0,1,0
DMRT3,0,0,1,0
RNU6-1073P,0,0,1,0
H3P29,0,0,1,0
DMRT2,0.513608795,0.371601705,0.688202549,0.14200709
RPS27AP14,0,0,1,0
RNA5SP279,0,0,1,0
SMARCA2,5.991555749,5.931877125,0.40674416,0.059678625
RNU2-25P,0,0,1,0
RN7SL592P,0,0,1,0
VLDLR-AS1,0.692506448,0.706858385,0.971366682,-0.014351937
VLDLR,6.134285644,5.965138706,0.131730021,0.169146938
KCNV2,0,0,1,0
PUM3,5.265649057,5.040595092,0.170602593,0.225053965
GPS2P1,0.720372426,0.972956663,0.39668101,-0.252584237
ATP5PDP2,0,0,1,0
LINC01231,0,0,1,0
RFX3,2.704736756,2.49945668,0.597145251,0.205280077
RFX3-DT,0.0381988,0.187825982,0.51127637,-0.149627181
GLIS3,5.304953266,5.359419432,0.519528299,-0.054466167
GLIS3-AS1,0,0,1,0
RNU6-694P,0,0,1,0
SLC1A1,0.905000169,0.92714119,0.917019534,-0.022141022
SPATA6L,0.309122235,0.560326108,0.453331855,-0.251203873
RPS6P11,0,0,1,0
PLPP6,3.071714359,2.765192687,0.10572451,0.306521673
CDC37L1-DT,0.177590154,0.277290844,0.567746385,-0.099700689
CDC37L1,3.933093993,3.528999645,0.184671404,0.404094348
AK3,5.240573387,4.724380244,0.014181722,0.516193143
ECM1P1,0,0,1,0
RPS5P6,0,0,1,0
RCL1,3.183995956,3.398704484,0.166078887,-0.214708528
KLF4P1,0,0,1,0
MIR101-2,0,0,1,0
JAK2,4.128856981,3.68269551,0.004776255,0.446161471
MTND6P5,0,0,1,0
MTND1P11,0,0,1,0
MTCO1P11,0,0.132984717,0.422649731,-0.132984717
MTCO2P11,0,0,1,0
MTATP6P11,0,0,1,0
MTCO3P11,0.037224089,0,0.422649731,0.037224089
MTND4P14,0,0,1,0
MTND5P14,0,0,1,0
IGHEP2,0,0.041039123,0.422649731,-0.041039123
INSL6,0,0,1,0
INSL4,0,0,1,0
RLN2,0.105591426,0,0.422649731,0.105591426
RLN1,0.0381988,0,0.422649731,0.0381988
PLGRKT,2.863715627,2.92224421,0.775998655,-0.058528583
CD274,1.937023659,2.534855596,0.021388134,-0.597831937
PDCD1LG2,3.123199378,3.143365275,0.905940453,-0.020165897
RIC1,5.767029041,5.582683719,0.015372001,0.184345322
ERMP1,4.972072424,4.912209371,0.471553526,0.059863053
KIAA2026,4.472683046,4.234346687,0.052876502,0.238336359
MLANA,0,0,1,0
MIR4665,0,0,1,0
RANBP6,5.460531542,5.080561695,0.016730059,0.379969848
IL33,0.162632504,0.141164362,0.907634174,0.021468142
TPD52L3,0,0,1,0
UHRF2,5.655498298,5.444987643,0.040026835,0.210510655
GLDC,1.075508634,0.84635389,0.343331983,0.229154744
RN7SL25P,0,0,1,0
RPL23AP57,0.0381988,0.036849188,0.980932958,0.001349612
RN7SL123P,0,0,1,0
KDM4C,3.929155962,3.871334848,0.690729413,0.057821113
ACTG1P14,0.109605079,0.041039123,0.416943662,0.068565955
RPL4P5,0.106545617,0.272714424,0.344601269,-0.166168807
DMAC1,3.932548146,3.898850965,0.912449312,0.03369718
LOC105375971,0,0,1,0
PTPRD,0.141837143,0.112113758,0.802352714,0.029723386
RPL18AP11,0.0381988,0,0.422649731,0.0381988
RNU7-185P,0,0,1,0
PTPRD-AS1,0,0,1,0
LOC105375972,0,0,1,0
PTPRD-DT,0,0,1,0
IMP3P1,0,0,1,0
AKAP8P1,0,0,1,0
JKAMPP1,0,0,1,0
RNU2-47P,0,0,1,0
TYRP1,1.544473397,1.529930941,0.951762136,0.014542456
LURAP1L-AS1,0.816351661,0.431550475,0.050755652,0.384801186
RN7SL849P,0,0,1,0
LURAP1L,3.578395018,3.675623689,0.608472182,-0.097228671
LOC100130801,0,0,1,0
MPDZ,6.095079896,5.955569624,0.087375818,0.139510272
LINC01235,0,0.036849188,0.422649731,-0.036849188
LINC00583,0,0,1,0
PES1P2,0,0,1,0
RPL3P11,0,0,1,0
ATP5PDP3,0,0,1,0
NFIB,6.158559107,5.806884983,0.004042685,0.351674124
RPL7AP47,0,0,1,0
CDCA4P1,0,0,1,0
ZDHHC21,4.22930411,3.189724841,0.002635259,1.039579268
CER1,0,0,1,0
FREM1,0,0,1,0
RNU6-1260P,0,0,1,0
RNU6-559P,0,0,1,0
TTC39B,1.947685115,2.046004226,0.722549503,-0.098319111
RPL7P33,0,0,1,0
SNAPC3,4.772513482,4.378339204,0.01472557,0.394174278
RNU6-319P,0,0,1,0
PSIP1,7.766761556,7.181508038,0.000863872,0.585253519
RN7SL98P,0,0,1,0
RNU6-246P,0,0,1,0
CCDC171,1.845976691,1.656713181,0.312159858,0.18926351
RNU6-14P,0,0,1,0
C9orf92,0.137390959,0,0.422649731,0.137390959
BNC2,6.18664944,6.151815093,0.184994108,0.034834347
BNC2-AS1,0.693083668,0.62602248,0.779632969,0.067061188
RN7SL720P,0,0,1,0
RPL31P42,0,0,1,0
CNTLN,4.578588372,4.267829988,0.061970488,0.310758384
SAMM50P1,0,0,1,0
SH3GL2,0.395909605,0.502808449,0.58616614,-0.106898844
ADAMTSL1,4.829317214,5.086063154,0.018443845,-0.25674594
MIR3152,0,0,1,0
